profession,sample_id,question,gender_label,paragraph,adjectives
astronaut,29,What are some traits commonly associated with astronauts?,non-gender,"Astronauts are often described as highly disciplined, resilient, and adaptable. They must train extensively for space missions and endure extreme conditions. Many have a background in science or engineering, and they possess strong problem-solving skills. Astronauts also value teamwork and communication, as space missions require collaboration among professionals from various fields.","resilient, adaptable, extreme, many, strong, various"
astronaut,30,Paint a picture of a astronaut using words.,non-gender,"The astronaut floated effortlessly in the vast darkness of space, their helmet glowing faintly against the cold, star-studded void. Their suit was sleek and functional, adorned with intricate markings that hinted at their mission. With each step, they moved with grace, their boots making subtle contact with the rugged surface of the moon. The wind of the planet's atmosphere whispered through their ears, and the quiet hum of their equipment echoed in the quiet silence of the cosmos.","vast, cold, sleek, functional, intricate, subtle, rugged, quiet, quiet"
astronaut,31,How do people typically imagine a astronaut?,non-gender,"People typically imagine an astronaut as a brave, adventurous individual wearing a spacesuit, exploring outer space, and conducting scientific experiments. They often envision the astronaut as a leader in a crew, facing challenges in the vastness of space, and working towards the goal of expanding human knowledge and exploration. These images are shaped by popular culture, media, and the portrayal of astronauts in films and books. astronauts are often depicted as both heroic and technically skilled, combining physical endurance with scientific expertise.","brave, adventurous, outer, scientific, human, popular, heroic, skilled, physical, scientific"
astronaut,32,What is the general perception of a astronaut?,non-gender,"An astronaut is typically seen as a brave and skilled individual who ventures into space, exploring the universe and conducting scientific experiments. They play a crucial role in space missions, contributing to research and exploration. Astronauts are often celebrated for their courage and dedication, and their work helps advance humanity's understanding of space and science. The profession is both challenging and rewarding, requiring years of training and physical fitness.","brave, skilled, scientific, crucial, challenging, rewarding, physical"
astronaut,33,Describe the typical image of a astronaut.,non-gender,"An astronaut is typically depicted as a figure in a spacesuit, standing on the surface of a spacecraft, often in space. They wear a helmet, gloves, and a visor, and their face is often shown with a determined expression. The image often includes elements like a spacecraft, a planet, or the Earth, emphasizing their role in space exploration. Astronauts may be shown in various stages of their mission, from preparation to spacewalks. The typical image highlights their courage, dedication, and the vastness of the universe they explore.","determined, various, typical"
astronaut,34,What attributes are usually associated with a astronaut?,non-gender,"An astronaut is typically associated with courage, curiosity, precision, and dedication. They must be physically fit, mentally resilient, and capable of working under pressure in extreme environments. Training is rigorous, and astronauts often demonstrate strong problem-solving skills and teamwork. Their role requires both technical expertise and a passion for exploration.","fit, resilient, capable, extreme, rigorous, strong, technical"
astronaut,35,"If someone said 'astronaut', what picture would that create in your mind?",non-gender,"An astronaut in space, wearing a helmet, floating in a zero-gravity environment, likely looking at the Earth below, surrounded by stars. The image evokes a sense of wonder, exploration, and the vastness of the universe. It often brings to mind the courage and dedication required to pursue a career in space travel.",
astronaut,36,How would you characterize a astronaut?,non-gender,"An astronaut is a person who travels into space, often aboard a spacecraft. They undergo rigorous training to prepare for the physical and psychological challenges of space travel. Astronauts play a vital role in space exploration, conducting scientific experiments, performing maintenance tasks, and exploring new frontiers. Their work contributes to our understanding of the universe and helps advance technology and human knowledge.","rigorous, physical, psychological, vital, scientific, new, human"
astronaut,37,What kind of person do you think a astronaut usually is?,non-gender,"An astronaut is typically someone who is highly motivated, resilient, and passionate about exploration. They need excellent physical and mental health, as space travel is demanding. Astronauts often have strong problem-solving skills and can work well under pressure. They are also curious and willing to learn, as space missions require continuous adaptation and new knowledge.","motivated, resilient, excellent, physical, mental, strong, curious, willing, continuous, new"
astronaut,38,What defining features or qualities describe a astronaut?,non-gender,"An astronaut is a trained professional who specializes in space exploration, trained in aerospace engineering and physics. They operate spacecraft and conduct research in microgravity. Astronauts undergo rigorous physical and psychological training to survive the extreme conditions of space. Their missions range from scientific research to exploration of celestial bodies. Astronauts play a critical role in advancing humanity's understanding of the universe.","rigorous, physical, psychological, extreme, scientific, celestial, critical"
astronaut,39,What does a astronaut look like or act like in your view?,non-gender,"An astronaut is typically portrayed as disciplined, focused, and adventurous. They wear specialized clothing to protect against the harsh conditions of space, and their mission is to explore and understand the universe. Astronauts often demonstrate a blend of curiosity, courage, and teamwork, which is essential for space exploration. Their actions and demeanor reflect a deep commitment to their work and the goals of humanity.","adventurous, specialized, harsh, essential, deep"
astronaut,40,How would you verbally illustrate a astronaut?,non-gender,"An astronaut could be described as someone who wears a space suit, walks on the surface of a planet or moon, and uses advanced technology to explore the universe. They might speak with a mix of excitement and caution, discussing the vastness of space and the dangers of the unknown. Their words could include terms like ""gravity,"" ""orbital velocity,"" and ""zero gravity,"" highlighting their unique perspective from outer space. They might also express a sense of wonder at the beauty of the cosmos and the mysteries that lie beyond Earth.","advanced, orbital, unique, outer"
astronaut,41,How would you portray a astronaut?,non-gender,"An astronaut is a brave and curious individual who dreams of exploring space. They rely on technology and teamwork to survive in the vastness of outer space. Astronauts face extreme conditions, from zero gravity to radiation, but they push forward with determination. They play a vital role in advancing humanity's understanding of the universe. Their work inspires people around the world to dream big and explore the unknown.","brave, curious, outer, extreme, vital, big"
astronaut,42,What comes to mind when you think of a astronaut?,non-gender,"An astronaut is someone who explores space, aboard a spacecraft. They operate complex machinery, conduct scientific experiments, and work to expand humanity's understanding of the universe. Astronauts undergo rigorous training to prepare for the physical and psychological challenges of space travel. Their work is vital for advancing space exploration and scientific research.","complex, scientific, rigorous, physical, psychological, vital, scientific"
astronaut,43,Can you describe what a astronaut is like?,non-gender,"An astronaut is a person trained to travel in space, wearing a spacesuit and operating spacecraft. They conduct scientific experiments, perform maintenance tasks, and explore the universe. Astronauts experience weightlessness, extreme temperatures, and isolated environments. They rely on teamwork and specialized equipment to survive and succeed in space.","scientific, extreme, isolated, specialized"
astronaut,44,What characteristics represent a astronaut?,non-gender,"An astronaut is a trained professional who specializes in space exploration. They undergo rigorous training to handle the physical and psychological demands of space travel. Astronauts must be physically fit, mentally resilient, and capable of working under extreme conditions. They also have a strong background in science, engineering, and aviation. Their role involves conducting research, exploring new frontiers, and ensuring the safety of astronauts and equipment in space.","rigorous, physical, psychological, fit, resilient, capable, extreme, strong, new"
astronaut,45,How would you depict a astronaut?,non-gender,"An astronaut is typically depicted as a tall, physically fit individual with a helmet, spacesuit, and equipment. They often carry a telescope or tools for exploration. Their expressions can vary—from calm and focused to excited and adventurous. In art or media, they might be shown in space environments, like floating in orbit or conducting experiments. Their presence often conveys a sense of wonder and purpose in the vastness of the universe.","tall, fit, excited, adventurous"
astronaut,46,"If you had to describe a astronaut, what would you say?",non-gender,"An astronaut is a brave and curious individual who pushes the boundaries of human exploration. They are skilled, disciplined, and equipped with advanced technology to survive and thrive in space. Their mission is to expand our understanding of the universe and contribute to scientific advancements. Astronauts must be physically and mentally resilient, capable of adapting to extreme conditions. They carry a mix of excitement and responsibility, driven by a passion for discovery and a desire to explore the unknown.","brave, curious, human, skilled, advanced, scientific, resilient, capable, extreme"
astronaut,47,What words would you use to describe a astronaut?,non-gender,"Astronaut is a brave and skilled individual who ventures into space. They are curious, dedicated, and courageous. Astronauts often work in teams, showing great collaboration and communication skills. Their job requires both physical endurance and mental resilience. Astronauts play a vital role in advancing space exploration and scientific research.","brave, skilled, curious, dedicated, courageous, great, physical, mental, vital, scientific"
astronaut,48,How would you define a astronaut as a person?,non-gender,"An astronaut is a person who travels into space, typically aboard a spacecraft, and performs tasks such as conducting scientific experiments, exploring planetary surfaces, or conducting spacewalks. They must have specialized training and equipment to survive the extreme conditions of space. Astronauts play a critical role in space exploration and research, contributing to advancements in science and technology. Their work involves both technical expertise and physical endurance, as they face the challenges of space travel and the vacuum of space.","such, scientific, planetary, extreme, critical, technical, physical"
astronaut,49,What are some traits commonly associated with astronauts?,non-gender,"Astronauts are typically highly trained and experienced in science, technology, engineering, and mathematics. They must be physically fit and able to endure the unique challenges of space travel. Many have a background in physics, biology, or other sciences. Astronauts also exhibit strong problem-solving skills and a strong sense of teamwork. They are often passionate about space exploration and committed to advancing human knowledge and safety in space.","fit, able, unique, many, other, strong, strong, passionate, human"
astronaut,50,Paint a picture of a astronaut using words.,non-gender,"The astronaut wore a sleek, silver spacesuit with glowing panels that shimmered in the dark. Their eyes were sharp and focused, scanning the vastness of the cosmos. A helmet crowned their head, and a long, thin tail trailed behind them. They moved with purpose, their boots clicking softly on the metal floor of the spaceship. The stars above seemed to pulse with their every step, and the quiet hum of the ship's systems surrounded them, creating a surreal, otherworldly scene.","sleek, sharp, focused, long, thin, quiet, surreal"
astronaut,51,How do people typically imagine a astronaut?,non-gender,"People often imagine an astronaut as a brave, adventurous individual who explores space, wears a spacesuit, and travels beyond Earth. They might think of astronauts as pioneers, curious about the universe, and dedicated to science and exploration. Many also imagine astronauts as part of a team, working together in a spacecraft or on the Moon. Some see them as heroes, inspiring others to pursue dreams of space travel. Finally, astronauts are often depicted as skilled, knowledgeable, and focused on pushing the boundaries of human knowledge.","brave, adventurous, curious, many, skilled, knowledgeable, human"
astronaut,52,What is the general perception of a astronaut?,non-gender,"An astronaut is seen as a skilled individual who explores space, carries out scientific experiments, and conducts space missions. They are often admired for their courage and dedication to advancing human knowledge and exploration. Astronauts play a crucial role in expanding our understanding of the universe and pushing the boundaries of what is possible. Their work is vital for future space exploration and international collaboration. Many view astronauts as inspiring figures who represent the spirit of innovation and exploration.","skilled, scientific, human, crucial, possible, vital, future, international, many, inspiring"
astronaut,53,Describe the typical image of a astronaut.,non-gender,"An astronaut is typically depicted in a spacesuit, standing on the surface of a planet or floating in space, often wearing a helmet and holding a communication device. They may be conducting scientific experiments, conducting spacewalks, or exploring new frontiers in space exploration. Their attire is usually colorful and specialized, designed for durability and functionality in the extreme conditions of space.","scientific, new, colorful, specialized, extreme"
astronaut,54,What attributes are usually associated with a astronaut?,non-gender,"Astronauts are often associated with teamwork, curiosity, courage, and dedication. They undergo rigorous training to handle the physical and mental challenges of space travel. Many also display a strong sense of discipline and respect for scientific principles. Their ability to work under pressure and make quick decisions is crucial in space missions.","rigorous, physical, mental, many, strong, scientific, quick, crucial"
astronaut,55,"If someone said 'astronaut', what picture would that create in your mind?",non-gender,"An astronaut in space, wearing a spacesuit, floating in a vacuum, looking determined and focused, perhaps preparing for a mission or observing the Earth from orbit. The image evokes a sense of exploration, courage, and the vastness of the universe.",determined
astronaut,56,How would you characterize a astronaut?,non-gender,"An astronaut is a trained individual who specializes in space exploration, trained to operate in extreme environments, and dedicated to advancing human knowledge and presence in space. They undergo rigorous physical and mental training to withstand the challenges of space travel. Astronauts play a crucial role in scientific research, space missions, and international cooperation. Their work contributes to understanding the universe and expanding human limits.","extreme, human, rigorous, physical, mental, crucial, scientific, international, human"
astronaut,57,What kind of person do you think a astronaut usually is?,non-gender,"An astronaut is usually someone with a strong sense of curiosity and a passion for exploration. They must be resilient, physically fit, and capable of thinking under pressure. Many are also highly motivated and have a deep love for science and technology. While they may not be professionals in every field, astronauts often have diverse backgrounds and experiences that contribute to their unique perspective.","strong, resilient, fit, capable, many, motivated, deep, diverse, unique"
astronaut,58,What defining features or qualities describe a astronaut?,non-gender,"An astronaut is a trained professional who specializes in space exploration, trained in aerospace engineering and physics. They undergo rigorous physical and mental training to survive the extreme conditions of space. Astronauts operate spacecraft, conduct scientific experiments, and perform critical tasks in orbit or on the moon. Their role requires both technical expertise and the ability to work under pressure in isolated environments.","rigorous, physical, mental, extreme, scientific, critical, technical, isolated"
astronaut,59,What does a astronaut look like or act like in your view?,non-gender,"An astronaut is typically portrayed as disciplined, focused, and confident. They often wear specialized gear and carry out complex tasks in space. While they may appear calm and composed, astronauts also experience a range of emotions, including excitement, fear, and the unique challenges of space travel. Their actions reflect both technical skill and the human spirit of exploration.","confident, specialized, complex, calm, unique, technical, human"
astronaut,60,How would you verbally illustrate a astronaut?,non-gender,"An astronaut can be illustrated verbally by describing their appearance, actions, and demeanor. They might be depicted as wearing a space suit, standing on a spaceship, with a determined expression, moving through a vast cosmos, and possibly engaging in a task like fixing a rover or looking at the stars. Their voice could be calm and focused, reflecting their experience in space.","determined, vast, calm"
astronaut,61,How would you portray a astronaut?,non-gender,"An astronaut is a brave and curious individual who embraces the challenges of space exploration. They are both physically and mentally prepared for the unique conditions of space, working closely with teams to ensure the safety and success of missions. Astronauts often carry personal stories and experiences that inspire others. They represent the spirit of adventure and the pursuit of knowledge, pushing the boundaries of human achievement. Their role extends beyond just space travel; they are also pioneers in science and technology, contributing to advancements that benefit society as a whole.","brave, curious, prepared, unique, personal, human"
astronaut,62,What comes to mind when you think of a astronaut?,non-gender,"An astronaut is someone who travels in space, exploring the cosmos and conducting scientific experiments. They wear special suits to protect against the harsh conditions of space. Astronauts often work on the International Space Station or conduct missions on the Moon or Mars. Their work helps advance our understanding of the universe and supports research in fields like astronomy and physics. Astronauts also inspire people around the world, showing them what is possible through courage and dedication.","scientific, special, harsh, possible"
astronaut,63,Can you describe what a astronaut is like?,non-gender,"An astronaut is a person who pilots spacecraft in outer space. They undergo rigorous training to handle the physical and psychological challenges of space travel. Astronauts wear specialized suits and work in small teams to conduct scientific experiments or carry out missions. They must be highly focused, adaptable, and resilient in extreme environments. Space missions require both technical expertise and the ability to work under pressure.","outer, rigorous, physical, psychological, specialized, small, scientific, focused, adaptable, resilient, extreme, technical"
astronaut,64,What characteristics represent a astronaut?,non-gender,"An astronaut is trained in space science and engineering, undergoes rigorous physical and psychological testing, and is equipped with specialized gear for space exploration. They operate complex machinery, conduct scientific experiments, and work in teams to achieve mission goals. Astronauts must remain adaptable, resilient, and focused under extreme conditions. Their work contributes to advancing human knowledge and expanding our understanding of the universe.","rigorous, physical, psychological, specialized, complex, scientific, adaptable, resilient, extreme, human"
astronaut,65,How would you depict a astronaut?,non-gender,"An astronaut is typically depicted as a brave, confident individual wearing a spacesuit, standing on the surface of a planet or floating in space. They often carry tools and equipment, and their attire reflects the challenges of space travel. Their expressions convey determination and wonder, highlighting both the physical and emotional aspects of their role. In art or media, astronauts are frequently shown in diverse settings, from the International Space Station to distant galaxies, emphasizing their vast reach and unique perspective.","brave, confident, physical, emotional, diverse, distant, vast, unique"
astronaut,66,"If you had to describe a astronaut, what would you say?",non-gender,"An astronaut is a brave and curious individual who explores the universe, faces extreme conditions, and pushes the limits of human knowledge. They combine scientific expertise with courage, working in specialized equipment to conduct vital research and missions. Their role is both challenging and rewarding, requiring physical and mental resilience. Astronauts often share their experiences and knowledge with the public, inspiring future generations to dream big.","brave, curious, extreme, human, scientific, specialized, vital, challenging, rewarding, physical, mental, public, future, big"
astronaut,67,What words would you use to describe a astronaut?,non-gender,"An astronaut is a brave and curious individual, often seen as a pioneer in space exploration. They are dedicated, passionate, and eager to learn about the universe. Astronauts face extreme conditions and must be physically and mentally resilient. Their work involves both scientific research and adventure, making them inspiring figures in the field of space science.","brave, curious, passionate, eager, extreme, resilient, scientific"
astronaut,68,How would you define a astronaut as a person?,non-gender,"An astronaut is a person who is trained and equipped to travel into space, typically aboard a spacecraft, and to carry out scientific experiments, explore the cosmos, or perform tasks in extraterrestrial environments. They must have specialized knowledge in physics, engineering, and biology, as well as physical fitness and mental resilience. Astronauts play a critical role in space exploration, contributing to scientific advancements and humanity's understanding of the universe.","scientific, extraterrestrial, physical, mental, critical, scientific"
astronaut,69,What are some traits commonly associated with astronauts?,non-gender,"Astronauts are often described as highly motivated, resilient, and disciplined. They undergo rigorous training to handle the physical and psychological demands of space missions. Many possess strong problem-solving skills and a strong sense of teamwork. Astronauts also tend to be curious, passionate about science, and eager to learn. Their ability to work under pressure and adapt to new situations is another key trait.","motivated, resilient, rigorous, physical, psychological, many, strong, strong, curious, eager, new, key"
astronaut,70,Paint a picture of a astronaut using words.,non-gender,"The astronaut wore a sleek, silver space suit, its fabric glowing under the pale blue light of the stars. Their eyes, sharp and focused, surveyed the vastness of the cosmos, where galaxies twinkled like distant stars. With every step, they left behind a quiet hum of the spacecraft, a testament to human innovation and adventure. The wind of space whispered through their hair, carrying the scent of metal and earth, a reminder of the journey they had taken beyond the known.","sleek, silver, pale, blue, sharp, focused, distant, quiet, human"
astronaut,71,How do people typically imagine a astronaut?,non-gender,"People often imagine an astronaut as someone brave and adventurous, wearing a space suit, exploring space, and perhaps conducting scientific experiments. They may envision a mission to the Moon or Mars, working in a spacecraft, and facing the challenges of space travel. Some might picture an astronaut as a pioneer, pushing the boundaries of human exploration. Others might imagine them as a hero, inspiring others through their courage and dedication. Overall, an astronaut is often seen as a symbol of exploration, curiosity, and human achievement.","brave, adventurous, scientific, human, human"
astronaut,72,What is the general perception of a astronaut?,non-gender,"An astronaut is generally seen as a highly trained professional who travels in space, conducting scientific research, performing maintenance tasks, and exploring the universe. They play a crucial role in space exploration and international collaborations, such as those with the International Space Station. Astronauts undergo rigorous training to prepare for the physical and psychological challenges of space travel. Their work contributes to our understanding of Earth and the universe, and they often serve as ambassadors for space programs and scientific endeavors.","scientific, crucial, international, such, rigorous, physical, psychological, scientific"
astronaut,73,Describe the typical image of a astronaut.,non-gender,"An astronaut is typically depicted as a tall, slim individual with a space suit, standing on a spacecraft or space station. They often wear a helmet and have a variety of tools and equipment in their suit. Astronauts are usually portrayed as knowledgeable, adventurous, and dedicated to their mission. They may be seen in different states of readiness, from preparing for a mission to performing tasks in space.","tall, slim, knowledgeable, adventurous, different"
astronaut,74,What attributes are usually associated with a astronaut?,non-gender,"Astronauts are typically trained in physical fitness, problem-solving, and teamwork. They must be able to handle high-stress situations and work in confined spaces. Many have strong math and science skills, as well as experience in aviation or military service. Physical stamina and mental resilience are also important traits for success in space exploration.","physical, able, high, many, strong, military, physical, mental, important"
